,Result
26308,1
14850,1
11415,0
10884,0
807,0
24194,1
22019,1
10022,0
10099,0
335,0
6137,0
5030,0
24267,1
16777,1
23028,1
16570,1
11549,0
11405,0
21891,1
21188,1
22371,1
20071,1
21056,1
5223,0
12185,0
1516,0
51,0
21910,1
17197,1
21869,1
24090,1
1398,0
8089,0
8519,0
2886,0
22734,1
17027,1
24720,1
4574,0
19729,1
3146,0
9279,0
22148,1
13915,0
15727,1
24260,1
28929,1
13844,0
11349,0
20635,1
1201,0
17110,1
11523,0
5872,0
6277,0
14782,1
29250,1
5429,0
3278,0
26883,1
8076,0
18167,1
5184,0
1248,0
26355,1
14922,1
28157,1
2778,0
23388,1
20536,1
3341,0
24816,1
25332,1
23563,1
27062,1
17077,1
12169,0
9409,0
18819,1
24585,1
8571,0
3178,0
21012,1
24208,1
4926,0
12911,0
20034,1
3008,0
25726,1
16913,1
22338,1
25215,1
8916,0
3,0
7280,0
21507,1
17430,1
3244,0
13188,0
20857,1
6745,0
23780,1
18841,1
249,0
27540,1
1822,0
10430,0
24655,1
11676,0
23490,1
6424,0
25020,1
8924,0
462,0
3872,0
8373,0
12031,0
23475,1
2605,0
5206,0
776,0
27131,1
18212,1
1020,0
3510,0
7224,0
15456,1
12156,0
17202,1
8459,0
18772,1
19515,1
15709,1
15989,1
6140,0
25766,1
24702,1
18054,1
7722,0
23606,1
27814,1
4627,0
12736,0
4467,0
12649,0
24288,1
4046,0
2323,0
4359,0
14401,0
3103,0
18891,1
19702,1
12359,0
15848,1
5369,0
27021,1
17742,1
26789,1
19022,1
18540,1
19019,1
17545,1
3908,0
25269,1
3273,0
9894,0
5975,0
20741,1
12985,0
905,0
5502,0
10706,0
5441,0
28033,1
22691,1
22147,1
15931,1
16999,1
20759,1
15922,1
13978,0
7140,0
1879,0
9712,0
10045,0
15459,1
699,0
26313,1
24066,1
28972,1
20910,1
9735,0
15429,1
2159,0
18945,1
20524,1
9371,0
17091,1
10366,0
18189,1
3017,0
7138,0
8042,0
16331,1
23264,1
25485,1
13514,0
5193,0
27712,1
4451,0
9618,0
16481,1
8367,0
22285,1
7030,0
5775,0
6872,0
858,0
22221,1
20688,1
29122,1
22857,1
26625,1
24317,1
25555,1
17022,1
5850,0
20186,1
2585,0
20610,1
16588,1
24297,1
22011,1
4944,0
26000,1
17224,1
12503,0
29158,1
15016,1
13919,0
4404,0
3798,0
14216,0
27217,1
10082,0
3464,0
952,0
24862,1
141,0
3893,0
3675,0
8199,0
23062,1
312,0
18191,1
24780,1
13459,0
3139,0
6238,0
4140,0
9254,0
13845,0
5961,0
19689,1
8458,0
883,0
25898,1
22790,1
2247,0
22549,1
6999,0
4751,0
10965,0
1531,0
1055,0
20638,1
16987,1
28825,1
16600,1
2481,0
215,0
18113,1
15669,1
13853,0
19968,1
26664,1
15622,1
3719,0
21167,1
17003,1
18948,1
5045,0
22949,1
13997,0
21550,1
28474,1
14943,1
27030,1
19320,1
10957,0
18983,1
22463,1
1504,0
14551,0
26929,1
7611,0
21001,1
6263,0
4106,0
24473,1
16310,1
13614,0
5065,0
1658,0
15773,1
28874,1
7201,0
16983,1
2749,0
2994,0
12040,0
28854,1
9049,0
2670,0
23645,1
13916,0
5042,0
14531,0
1721,0
26714,1
2720,0
20093,1
20739,1
12335,0
22552,1
11346,0
10907,0
22632,1
23654,1
263,0
10035,0
13482,0
11731,0
13882,0
19930,1
16504,1
23934,1
14178,0
20481,1
21209,1
17367,1
22021,1
4111,0
15448,1
11110,0
13861,0
19162,1
12114,0
2760,0
7549,0
16432,1
14179,0
9981,0
11414,0
19451,1
9128,0
17297,1
25755,1
8028,0
1021,0
12871,0
26061,1
22448,1
13447,0
14218,0
7965,0
15404,1
21465,1
12782,0
4428,0
1284,0
329,0
365,0
4041,0
2505,0
25029,1
18416,1
15377,1
2674,0
21125,1
14735,1
17358,1
18410,1
22306,1
9671,0
10768,0
2354,0
13439,0
7695,0
1357,0
10319,0
15633,1
18157,1
27159,1
17986,1
12909,0
20606,1
14716,1
2555,0
25507,1
6009,0
20668,1
24200,1
4605,0
577,0
13728,0
25113,1
27881,1
4108,0
19683,1
28471,1
28193,1
16397,1
24949,1
22256,1
25497,1
14571,0
18496,1
27504,1
3053,0
17329,1
27759,1
17520,1
7568,0
23379,1
10991,0
14543,0
17955,1
7761,0
16362,1
5294,0
29304,1
13781,0
16931,1
5285,0
20605,1
24018,1
26447,1
12470,0
8452,0
317,0
8317,0
25713,1
21902,1
20495,1
19679,1
13392,0
3192,0
28986,1
11839,0
1610,0
5614,0
1328,0
20779,1
22965,1
5003,0
8605,0
13868,0
1424,0
23610,1
18034,1
14211,0
12219,0
15358,1
20068,1
11283,0
28682,1
1202,0
24278,1
9955,0
11570,0
13585,0
7867,0
16063,1
26566,1
12446,0
25864,1
20643,1
4501,0
197,0
25191,1
10708,0
16003,1
14208,0
29003,1
4520,0
27469,1
6120,0
4724,0
12126,0
25229,1
23689,1
9151,0
17856,1
4285,0
2386,0
18725,1
3280,0
23260,1
7,0
24626,1
2140,0
23825,1
3767,0
332,0
17848,1
3163,0
10762,0
10300,0
20851,1
18706,1
22740,1
18615,1
23583,1
14583,0
3108,0
26366,1
8125,0
6574,0
12000,0
21491,1
645,0
25662,1
5862,0
5687,0
23110,1
6328,0
28609,1
8724,0
28572,1
7945,0
28584,1
12829,0
16023,1
19094,1
8535,0
28722,1
23166,1
23564,1
16283,1
21190,1
10370,0
21694,1
12992,0
15504,1
15159,1
23915,1
20308,1
16347,1
6306,0
27809,1
18292,1
17655,1
846,0
26103,1
6430,0
16673,1
3902,0
16239,1
5612,0
554,0
28250,1
7375,0
25055,1
15665,1
4324,0
4493,0
16196,1
12020,0
1349,0
21238,1
23640,1
14074,0
21292,1
25342,1
10799,0
28333,1
28196,1
19645,1
25731,1
29281,1
17822,1
21621,1
28777,1
3026,0
15069,1
6145,0
21293,1
18681,1
10092,0
12444,0
13924,0
3669,0
27218,1
146,0
22281,1
12286,0
20056,1
4629,0
10218,0
15556,1
14743,1
27497,1
28531,1
12674,0
19564,1
27427,1
21067,1
4900,0
20061,1
10174,0
10789,0
841,0
4216,0
18563,1
21201,1
14141,0
8531,0
16010,1
11957,0
8738,0
2186,0
7181,0
26360,1
11021,0
9170,0
16225,1
9442,0
17884,1
27142,1
27787,1
16692,1
16900,1
14736,1
10984,0
1635,0
22294,1
15589,1
5730,0
3025,0
28987,1
4723,0
16406,1
12585,0
11367,0
28897,1
12295,0
9400,0
18048,1
20563,1
10892,0
20336,1
24985,1
14506,0
26540,1
21440,1
3732,0
4063,0
14032,0
21260,1
23134,1
13205,0
899,0
4732,0
22518,1
15588,1
21984,1
12569,0
8266,0
17152,1
7244,0
22187,1
27413,1
21856,1
23948,1
26509,1
2706,0
11513,0
21214,1
19403,1
22053,1
1156,0
16563,1
24788,1
10961,0
8877,0
15719,1
25218,1
19402,1
15617,1
3845,0
11253,0
16423,1
23698,1
16154,1
19210,1
13402,0
7807,0
488,0
8109,0
18939,1
9396,0
23238,1
1874,0
16550,1
661,0
1133,0
3587,0
4488,0
23763,1
5154,0
24600,1
26941,1
20987,1
23107,1
7857,0
1183,0
8342,0
6656,0
26866,1
8497,0
3616,0
19891,1
28084,1
22894,1
8443,0
23685,1
27748,1
7901,0
17646,1
23638,1
23333,1
2094,0
6511,0
19860,1
3758,0
21476,1
12213,0
4632,0
22799,1
21629,1
3145,0
10432,0
18974,1
26252,1
12611,0
17489,1
17989,1
12383,0
1630,0
2492,0
18625,1
21266,1
6196,0
5457,0
26254,1
15927,1
13905,0
3109,0
3394,0
4398,0
23425,1
6117,0
17969,1
20950,1
19535,1
12130,0
13129,0
27115,1
11288,0
8407,0
15933,1
1845,0
25019,1
11164,0
20562,1
6564,0
11290,0
11931,0
24683,1
3761,0
17689,1
22468,1
9485,0
11815,0
12679,0
14968,1
1797,0
16577,1
870,0
4991,0
27163,1
1395,0
13556,0
10696,0
26011,1
618,0
21161,1
28931,1
14572,0
20713,1
25591,1
24185,1
9324,0
2545,0
10405,0
25536,1
13719,0
5408,0
9600,0
28969,1
10368,0
24022,1
14791,1
3319,0
17722,1
19473,1
5058,0
28703,1
23630,1
25187,1
4567,0
325,0
321,0
5847,0
9414,0
18306,1
28933,1
1980,0
16354,1
14511,0
13610,0
18280,1
17892,1
608,0
14072,0
5802,0
21857,1
15979,1
9835,0
6759,0
20868,1
27991,1
15671,1
28916,1
21021,1
1024,0
15146,1
6210,0
11743,0
13170,0
22257,1
28649,1
2125,0
20873,1
8691,0
21706,1
15361,1
26716,1
17262,1
9738,0
7864,0
26418,1
25105,1
19835,1
27168,1
28745,1
7693,0
19529,1
5520,0
19503,1
24568,1
5178,0
19505,1
29193,1
1104,0
16575,1
11194,0
18297,1
19270,1
1421,0
9165,0
19597,1
15951,1
20636,1
21847,1
10816,0
11869,0
19386,1
21673,1
16425,1
7690,0
18135,1
18125,1
15041,1
11136,0
28423,1
3689,0
21787,1
27325,1
28478,1
14159,0
24405,1
17796,1
950,0
27362,1
24930,1
28043,1
18396,1
10707,0
12957,0
5308,0
21210,1
3747,0
8879,0
11284,0
6772,0
22750,1
13716,0
552,0
28322,1
13735,0
11278,0
5120,0
25809,1
17216,1
6113,0
16303,1
16257,1
22779,1
23712,1
20448,1
20883,1
27488,1
16460,1
16733,1
19418,1
23204,1
15854,1
2258,0
19598,1
27149,1
23383,1
2484,0
13512,0
13852,0
1405,0
25468,1
2377,0
23483,1
6367,0
6067,0
22682,1
18786,1
8065,0
6543,0
20502,1
3626,0
5080,0
1843,0
22418,1
8226,0
17846,1
745,0
17514,1
9736,0
20560,1
24566,1
23806,1
23944,1
28823,1
19922,1
14443,0
26386,1
25366,1
12454,0
418,0
20854,1
11256,0
1641,0
17881,1
526,0
27859,1
10922,0
17924,1
25774,1
786,0
23999,1
18590,1
9619,0
28849,1
3312,0
6885,0
8289,0
12370,0
27474,1
21778,1
15653,1
1157,0
28850,1
22981,1
24183,1
28299,1
1818,0
15140,1
23322,1
24084,1
26533,1
9883,0
27389,1
3216,0
21082,1
18791,1
19069,1
26474,1
14270,0
6767,0
21745,1
14796,1
18815,1
17190,1
9415,0
31,0
2137,0
27493,1
17772,1
25976,1
6771,0
6893,0
16552,1
7795,0
23005,1
27432,1
26479,1
20427,1
9806,0
23671,1
27720,1
5562,0
22405,1
2693,0
578,0
19765,1
19800,1
25670,1
6516,0
28690,1
4464,0
2696,0
12995,0
28396,1
9971,0
24067,1
1759,0
4244,0
26373,1
10185,0
26317,1
21560,1
27252,1
23788,1
26261,1
4965,0
10037,0
14385,0
27544,1
1392,0
15779,1
21572,1
10014,0
18576,1
714,0
20419,1
6713,0
5830,0
19582,1
29215,1
15745,1
12116,0
17461,1
13229,0
23184,1
7388,0
6886,0
743,0
16059,1
1548,0
8639,0
11047,0
26751,1
10417,0
10944,0
744,0
14137,0
20261,1
26486,1
14914,1
1573,0
16298,1
13636,0
22137,1
4080,0
465,0
17179,1
20642,1
20596,1
21182,1
18646,1
24931,1
11720,0
7148,0
16556,1
25749,1
3126,0
20296,1
17169,1
5868,0
11840,0
5228,0
26425,1
24461,1
11034,0
15029,1
23138,1
27301,1
28666,1
1478,0
21609,1
14919,1
24093,1
25687,1
15464,1
10384,0
23450,1
17087,1
13158,0
20104,1
25806,1
4214,0
5555,0
26169,1
7143,0
9827,0
8838,0
11622,0
3728,0
17644,1
3398,0
28068,1
24076,1
27683,1
2522,0
21282,1
4104,0
3714,0
26691,1
11889,0
21744,1
9469,0
13801,0
4282,0
21505,1
25581,1
20424,1
10993,0
29205,1
16153,1
6249,0
4371,0
24071,1
11638,0
11723,0
6095,0
22671,1
6632,0
21749,1
13832,0
13966,0
19627,1
18695,1
24733,1
25241,1
28783,1
22532,1
19268,1
6739,0
26497,1
7372,0
8195,0
17910,1
12436,0
23855,1
22764,1
604,0
13576,0
27707,1
8484,0
12038,0
8160,0
19814,1
925,0
16404,1
11925,0
4952,0
11548,0
21017,1
16576,1
11800,0
7869,0
2822,0
2743,0
20922,1
27798,1
10050,0
25992,1
12816,0
14526,0
13624,0
3739,0
7263,0
15221,1
8204,0
22622,1
7619,0
6840,0
15507,1
28762,1
21555,1
10345,0
6315,0
3519,0
14492,0
6085,0
22899,1
14049,0
12290,0
1361,0
22576,1
11356,0
12340,0
4888,0
25364,1
4914,0
12907,0
27356,1
16778,1
14771,1
19781,1
15450,1
11714,0
15712,1
13701,0
19432,1
25612,1
26281,1
2620,0
11615,0
18240,1
18174,1
26844,1
28305,1
13104,0
16565,1
18620,1
5680,0
4420,0
11861,0
12267,0
23463,1
29112,1
15605,1
14138,0
26331,1
2716,0
19652,1
25418,1
18624,1
20108,1
8002,0
3727,0
10046,0
1154,0
6536,0
13006,0
22482,1
22477,1
28648,1
23362,1
21223,1
4109,0
3697,0
19913,1
23939,1
21159,1
11287,0
19160,1
13025,0
3051,0
24246,1
385,0
5194,0
29188,1
11574,0
12414,0
26362,1
9857,0
819,0
28014,1
10901,0
140,0
9925,0
26634,1
23718,1
5772,0
8863,0
230,0
28540,1
9376,0
13962,0
25039,1
28742,1
23468,1
28976,1
24904,1
17793,1
20322,1
2863,0
11141,0
25049,1
1769,0
21080,1
2768,0
4516,0
10246,0
11953,0
1353,0
24170,1
5838,0
28132,1
14464,0
14780,1
11348,0
15178,1
7927,0
12730,0
17929,1
28165,1
6284,0
4758,0
17310,1
16822,1
13679,0
29147,1
16722,1
2215,0
4032,0
23987,1
12109,0
7156,0
7921,0
12675,0
5012,0
4858,0
9849,0
1027,0
17754,1
10524,0
4798,0
14990,1
4967,0
23936,1
1031,0
13695,0
19194,1
9643,0
25911,1
15776,1
4337,0
22253,1
19314,1
22992,1
21361,1
933,0
16848,1
5575,0
6264,0
15682,1
20832,1
13403,0
6548,0
19525,1
25358,1
23956,1
5342,0
4577,0
15231,1
1319,0
14382,0
16894,1
782,0
15168,1
12477,0
9255,0
20461,1
7877,0
28975,1
27289,1
16899,1
9347,0
4051,0
12993,0
28894,1
14410,0
24510,1
9581,0
3543,0
3211,0
12919,0
9998,0
1505,0
17044,1
13635,0
24956,1
5403,0
18902,1
16117,1
5686,0
2421,0
20969,1
27937,1
18093,1
1625,0
34,0
18261,1
21053,1
21463,1
21990,1
20787,1
6209,0
1618,0
19374,1
14102,0
20574,1
15185,1
15604,1
7979,0
29124,1
15474,1
4033,0
3162,0
11371,0
9102,0
8214,0
4583,0
12719,0
26020,1
7171,0
11823,0
25977,1
23453,1
8734,0
24229,1
1840,0
22332,1
23612,1
67,0
28549,1
13960,0
27223,1
27761,1
26784,1
21610,1
21309,1
26223,1
17868,1
22026,1
20491,1
15642,1
5375,0
23206,1
18043,1
758,0
17500,1
11597,0
17764,1
10291,0
21355,1
15094,1
25101,1
19666,1
14898,1
13236,0
4001,0
19623,1
11473,0
18109,1
26131,1
3003,0
673,0
23728,1
25054,1
14348,0
2409,0
10609,0
4906,0
1580,0
11369,0
8803,0
1868,0
23270,1
16700,1
28044,1
6474,0
28902,1
25207,1
4294,0
25857,1
7278,0
5443,0
16619,1
29223,1
276,0
27074,1
19246,1
10917,0
2885,0
19096,1
22895,1
59,0
10102,0
6788,0
1523,0
15209,1
2871,0
21650,1
5361,0
20090,1
16173,1
28452,1
14839,1
11394,0
15125,1
1669,0
10178,0
3357,0
17051,1
9034,0
29323,1
22544,1
9333,0
7675,0
27873,1
4267,0
20167,1
17134,1
3230,0
16180,1
17185,1
19960,1
1452,0
26645,1
8480,0
14621,0
26084,1
19691,1
25615,1
6531,0
26686,1
14507,0
12,0
17540,1
21878,1
18567,1
15686,1
6533,0
18750,1
16338,1
5389,0
18762,1
17983,1
5384,0
6088,0
3449,0
20628,1
27112,1
1427,0
22204,1
4796,0
15744,1
26617,1
28298,1
4919,0
19611,1
26502,1
23591,1
12158,0
634,0
20004,1
7060,0
28686,1
27096,1
29090,1
23997,1
11240,0
3802,0
19797,1
17938,1
12643,0
212,0
26318,1
19380,1
15007,1
22875,1
15142,1
3982,0
27630,1
2851,0
26726,1
10011,0
28344,1
17590,1
17302,1
7260,0
14835,1
13339,0
23036,1
12940,0
20432,1
17468,1
16181,1
28526,1
15730,1
26493,1
20629,1
27546,1
2790,0
22642,1
16727,1
14602,0
26639,1
19517,1
13581,0
9072,0
21521,1
18491,1
1206,0
25230,1
15234,1
4734,0
13100,0
24578,1
6975,0
3189,0
28066,1
20975,1
27017,1
28367,1
14306,0
21149,1
14177,0
2320,0
5172,0
2531,0
1035,0
9259,0
26931,1
3320,0
5601,0
13895,0
5592,0
6996,0
15120,1
1191,0
28655,1
25747,1
27025,1
23704,1
11379,0
11758,0
25811,1
27460,1
3754,0
3684,0
2394,0
12220,0
8210,0
24276,1
2715,0
4260,0
14586,0
11920,0
17723,1
27891,1
20768,1
19516,1
28443,1
19178,1
3924,0
2755,0
9813,0
20603,1
7651,0
3889,0
26774,1
1368,0
16672,1
70,0
23982,1
15637,1
28095,1
6832,0
24553,1
2487,0
7556,0
22426,1
2050,0
1525,0
18073,1
28555,1
13072,0
15870,1
18371,1
26055,1
22077,1
20525,1
22445,1
12315,0
3355,0
10829,0
25618,1
24616,1
11644,0
7767,0
15306,1
1018,0
25513,1
6186,0
24916,1
15451,1
25479,1
22596,1
6958,0
26729,1
3956,0
10941,0
18575,1
27836,1
25918,1
353,0
27819,1
25348,1
11571,0
10480,0
5077,0
2196,0
13086,0
21195,1
18933,1
7446,0
2183,0
27717,1
19249,1
10548,0
7517,0
2157,0
27144,1
24955,1
14732,1
2905,0
18964,1
17873,1
15253,1
21336,1
28670,1
27079,1
7395,0
18951,1
3365,0
10639,0
2217,0
1272,0
28946,1
4771,0
17404,1
21852,1
10511,0
3975,0
16716,1
26307,1
291,0
27295,1
15272,1
11732,0
7718,0
4230,0
25666,1
11778,0
7560,0
25667,1
22243,1
4349,0
7445,0
29083,1
23852,1
12360,0
11168,0
13448,0
20172,1
13521,0
16695,1
4797,0
22476,1
19095,1
22175,1
4985,0
221,0
18875,1
12081,0
7208,0
16853,1
1359,0
17017,1
563,0
11566,0
4713,0
25696,1
7310,0
6508,0
17970,1
26808,1
456,0
24145,1
17189,1
16455,1
20467,1
22540,1
12800,0
18599,1
1844,0
13178,0
23731,1
28029,1
9404,0
9945,0
5116,0
17555,1
5597,0
17144,1
10584,0
5212,0
5770,0
24752,1
5536,0
21485,1
8791,0
9910,0
26531,1
856,0
10621,0
28317,1
23010,1
2983,0
26407,1
18455,1
14498,0
7489,0
5755,0
23090,1
22852,1
23049,1
8723,0
16902,1
17147,1
16675,1
22400,1
23812,1
1530,0
9463,0
18931,1
5695,0
10549,0
10854,0
27596,1
22738,1
12920,0
28629,1
13808,0
12749,0
8884,0
708,0
16677,1
6537,0
500,0
5882,0
8207,0
5367,0
8894,0
26289,1
23256,1
26643,1
10670,0
4386,0
2245,0
22651,1
18924,1
8244,0
28251,1
11220,0
24984,1
21931,1
25936,1
24121,1
21681,1
3381,0
20673,1
13383,0
1995,0
11507,0
19696,1
22233,1
20215,1
3822,0
22954,1
28544,1
18434,1
3036,0
2718,0
1296,0
8311,0
23791,1
24216,1
11285,0
5472,0
13214,0
133,0
24590,1
10645,0
22818,1
3032,0
18623,1
13812,0
10359,0
22698,1
2146,0
27946,1
4608,0
24214,1
25681,1
20405,1
2788,0
8354,0
27564,1
12687,0
13599,0
12428,0
7153,0
13344,0
9148,0
27035,1
14710,1
27776,1
2136,0
3217,0
7405,0
1719,0
18965,1
19256,1
2560,0
21904,1
14553,0
3569,0
20753,1
8238,0
9791,0
20740,1
24285,1
14297,0
751,0
9716,0
57,0
1584,0
2677,0
6192,0
19191,1
15517,1
7333,0
154,0
12083,0
1524,0
28654,1
6882,0
11424,0
16120,1
22378,1
93,0
361,0
21992,1
16667,1
14505,0
10897,0
25219,1
2332,0
20865,1
18029,1
19002,1
20941,1
20631,1
1436,0
7039,0
1367,0
6419,0
27441,1
319,0
26998,1
20684,1
24134,1
11834,0
17890,1
11912,0
1469,0
8386,0
25453,1
2561,0
10612,0
10357,0
10830,0
3969,0
23216,1
23007,1
23287,1
1943,0
2419,0
20719,1
9389,0
17830,1
1075,0
27307,1
24489,1
8240,0
8358,0
21909,1
20764,1
17568,1
3967,0
21481,1
4310,0
25410,1
9178,0
22496,1
14666,1
17526,1
28739,1
2838,0
26618,1
20608,1
14573,0
957,0
9641,0
17940,1
14951,1
21571,1
18203,1
19399,1
19133,1
16889,1
2407,0
11121,0
7959,0
22362,1
16612,1
13776,0
1632,0
6348,0
5624,0
2014,0
13484,0
15887,1
24980,1
6206,0
21764,1
8732,0
17680,1
11680,0
436,0
8442,0
21998,1
9535,0
6827,0
23203,1
3231,0
13023,0
24428,1
13477,0
25246,1
5182,0
23381,1
8389,0
26134,1
19981,1
14108,0
7228,0
8682,0
26303,1
20321,1
20171,1
18834,1
26700,1
14539,0
582,0
19013,1
18814,1
12853,0
5931,0
21144,1
26361,1
5229,0
16683,1
1595,0
18628,1
27351,1
9201,0
13696,0
13880,0
22023,1
16070,1
18102,1
23211,1
27878,1
25450,1
14985,1
15577,1
19549,1
23586,1
5630,0
19337,1
29055,1
8920,0
5757,0
14265,0
3925,0
22586,1
23625,1
8068,0
9648,0
1997,0
10195,0
24915,1
1446,0
21727,1
20143,1
24382,1
23186,1
25295,1
25124,1
8517,0
4554,0
14116,0
343,0
20142,1
24379,1
19422,1
16769,1
6887,0
28796,1
26385,1
8375,0
1710,0
7347,0
17231,1
11434,0
22206,1
1030,0
1213,0
24806,1
18952,1
3864,0
15443,1
14012,0
15000,1
28023,1
27815,1
23281,1
14684,1
12905,0
24801,1
9290,0
13766,0
16579,1
18249,1
14070,0
3352,0
7122,0
5927,0
1236,0
27911,1
6918,0
23739,1
21268,1
11751,0
8005,0
12637,0
7451,0
15008,1
20053,1
3790,0
10161,0
24595,1
20107,1
25307,1
13881,0
21768,1
15599,1
13432,0
16966,1
22286,1
622,0
11128,0
11837,0
4975,0
23518,1
18120,1
25754,1
16122,1
3562,0
28743,1
17080,1
20005,1
4372,0
6161,0
18503,1
12091,0
8353,0
16857,1
15010,1
19050,1
8603,0
2911,0
19901,1
14225,0
2834,0
21196,1
13965,0
21788,1
11440,0
5537,0
20810,1
16036,1
19513,1
779,0
1493,0
8157,0
21660,1
13660,0
23603,1
9622,0
1743,0
7410,0
13831,0
127,0
17788,1
26959,1
4536,0
17366,1
19341,1
6845,0
23664,1
2867,0
14663,1
14741,1
22837,1
21431,1
4042,0
1414,0
24184,1
5088,0
20400,1
25728,1
11382,0
28668,1
13422,0
7000,0
7369,0
10478,0
18049,1
4904,0
1249,0
6599,0
13310,0
27088,1
28140,1
8004,0
10135,0
14575,0
7752,0
5756,0
11453,0
4067,0
26408,1
10624,0
12861,0
11785,0
4343,0
6616,0
14429,0
10338,0
23913,1
28245,1
1365,0
10127,0
6831,0
6983,0
20558,1
21674,1
13262,0
20485,1
11804,0
3632,0
7377,0
23627,1
23474,1
19580,1
22043,1
16074,1
23749,1
28036,1
23344,1
4374,0
25515,1
9459,0
1418,0
13562,0
15124,1
23876,1
24814,1
2962,0
8848,0
14818,1
10959,0
21267,1
1148,0
15092,1
6662,0
1422,0
7212,0
7537,0
15544,1
25148,1
1932,0
3583,0
10488,0
6768,0
22585,1
496,0
6453,0
4165,0
10617,0
7909,0
24355,1
7075,0
5278,0
8643,0
20550,1
15973,1
2530,0
10496,0
27208,1
23697,1
26766,1
316,0
52,0
11247,0
23636,1
23095,1
22673,1
21473,1
7701,0
16978,1
16131,1
18865,1
13936,0
19274,1
1998,0
2916,0
23012,1
5093,0
8831,0
7793,0
13796,0
23280,1
10177,0
24072,1
10521,0
8608,0
11373,0
381,0
15716,1
4247,0
19061,1
3004,0
24895,1
13247,0
24058,1
24712,1
1934,0
22681,1
16773,1
14309,0
4928,0
12090,0
1013,0
586,0
13644,0
10312,0
1553,0
2912,0
28746,1
3965,0
6440,0
4609,0
22662,1
18737,1
25638,1
18158,1
19906,1
20298,1
17165,1
9080,0
14106,0
21124,1
5104,0
6741,0
18690,1
17932,1
17744,1
27506,1
10292,0
26786,1
10313,0
129,0
10975,0
18327,1
14144,0
23701,1
21501,1
16863,1
13117,0
227,0
3140,0
24945,1
19378,1
1594,0
11435,0
20751,1
23428,1
15570,1
25,0
20237,1
17609,1
24270,1
17103,1
24897,1
7004,0
26747,1
10805,0
16719,1
25254,1
15339,1
18668,1
3757,0
12279,0
28150,1
20877,1
23217,1
16054,1
25378,1
27797,1
17191,1
25786,1
9842,0
12561,0
1190,0
8714,0
26588,1
14612,0
20458,1
10290,0
14259,0
11355,0
3444,0
371,0
11125,0
27727,1
13146,0
25848,1
5039,0
15584,1
22735,1
16485,1
4180,0
26162,1
28952,1
1791,0
11463,0
15676,1
12497,0
3264,0
21131,1
18331,1
7819,0
27581,1
5202,0
17371,1
18098,1
2072,0
2066,0
23343,1
15313,1
1149,0
18664,1
7987,0
4782,0
4854,0
9777,0
15134,1
25908,1
8281,0
16446,1
20518,1
2441,0
15601,1
29140,1
7058,0
9300,0
18488,1
6296,0
7031,0
27889,1
6139,0
25017,1
2936,0
16562,1
10956,0
12135,0
6109,0
26411,1
17815,1
4660,0
14192,0
26336,1
14502,0
4462,0
25116,1
269,0
4226,0
6685,0
15941,1
3388,0
20081,1
13286,0
2362,0
21244,1
23452,1
19716,1
16276,1
12948,0
19008,1
16953,1
4312,0
1022,0
4563,0
1467,0
7118,0
15554,1
16829,1
10212,0
4120,0
27552,1
2808,0
21926,1
20943,1
9977,0
6273,0
27373,1
8132,0
5086,0
17437,1
18195,1
15108,1
29118,1
3749,0
9042,0
6900,0
2882,0
13110,0
17616,1
8431,0
27520,1
21630,1
529,0
25445,1
3918,0
10683,0
29121,1
4383,0
8008,0
3064,0
12938,0
22947,1
4889,0
3892,0
11282,0
7023,0
7679,0
23871,1
29015,1
21464,1
4233,0
18134,1
19214,1
4767,0
20967,1
5824,0
8470,0
23458,1
6355,0
8376,0
6302,0
20657,1
24670,1
14813,1
853,0
10929,0
17972,1
13049,0
25167,1
1547,0
25932,1
27372,1
14648,1
6468,0
28357,1
22071,1
5646,0
20257,1
21109,1
22727,1
13755,0
1480,0
362,0
15884,1
63,0
21392,1
27398,1
21152,1
26787,1
7768,0
10176,0
13132,0
11677,0
22224,1
26713,1
9234,0
16119,1
6856,0
7298,0
15070,1
4159,0
25795,1
24708,1
4582,0
10170,0
18822,1
1184,0
27852,1
24684,1
2322,0
19301,1
16275,1
18559,1
9160,0
16448,1
20503,1
8181,0
12305,0
2416,0
9590,0
16609,1
11708,0
5199,0
25057,1
27956,1
6578,0
8250,0
989,0
23262,1
10196,0
16450,1
897,0
5542,0
22236,1
2961,0
3225,0
3431,0
2046,0
19789,1
87,0
16656,1
23687,1
2503,0
1572,0
1045,0
9064,0
29033,1
21305,1
3492,0
27899,1
27455,1
16267,1
14460,0
1306,0
17193,1
8493,0
27577,1
28339,1
22994,1
20656,1
18256,1
10364,0
14372,0
10772,0
4685,0
22791,1
23536,1
27401,1
19760,1
14462,0
2578,0
20662,1
14193,0
7835,0
10723,0
8379,0
20165,1
24779,1
10701,0
14060,0
23251,1
14260,0
1861,0
15166,1
2593,0
27053,1
25098,1
16411,1
10588,0
3941,0
721,0
22337,1
21412,1
21204,1
5448,0
14970,1
27644,1
4746,0
14747,1
9025,0
24087,1
12733,0
24640,1
16339,1
4085,0
2266,0
22192,1
4524,0
22096,1
6343,0
11794,0
27537,1
20951,1
18177,1
17771,1
11637,0
26350,1
19511,1
2714,0
23496,1
23341,1
23243,1
16587,1
18651,1
1847,0
2203,0
1675,0
23979,1
26860,1
15697,1
18097,1
652,0
478,0
24669,1
7316,0
20192,1
7640,0
22034,1
23867,1
20305,1
13538,0
28376,1
2216,0
