,swin,stcpb,dtcpb,dwin,trans_depth,response_body_len,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,label
28311,0,0,0,0,0,0,0,0,0,0,1
28057,0,0,0,0,0,0,0,0,0,0,1
8816,255,225468381,3930437734,255,0,0,0,0,0,0,1
30627,0,0,0,0,0,0,0,0,0,0,1
33164,0,0,0,0,0,0,0,0,0,0,1
21981,255,3569014631,706012984,255,0,0,0,0,0,0,1
28631,0,0,0,0,0,0,0,0,0,0,1
38586,255,3947632964,1112680136,255,0,0,0,0,0,0,0
32,255,0,0,0,0,0,0,0,0,0,0
7526,0,0,0,0,0,0,0,0,0,0,1
13724,255,2954970999,811273240,255,0,0,0,0,0,0,0
36113,0,0,0,0,0,0,0,0,0,0,0
7716,0,0,0,0,0,0,0,0,0,0,1
12834,0,0,0,0,0,0,0,0,0,0,0
17789,255,1050321489,3196697218,255,1,3924,0,0,1,0,0
3398,255,1084225497,693782510,255,0,0,0,0,0,0,1
29961,0,0,0,0,0,0,0,0,0,0,1
28822,255,4201873119,4183980537,255,0,0,0,0,0,0,1
19342,0,0,0,0,0,0,0,0,0,0,0
5881,255,2236324915,360032902,255,0,0,0,0,0,0,1
25097,255,865019518,322028250,255,0,0,0,0,0,0,1
19143,255,1609933037,1433000222,255,0,0,0,0,0,0,0
20458,255,3782223114,1752710885,255,1,3635,0,0,1,0,1
3304,0,0,0,0,0,0,0,0,0,0,1
39705,255,2152374057,1441186792,255,0,0,0,0,0,0,0
1404,255,2091627885,664606451,255,1,117142,0,0,1,0,1
30393,255,3770836115,1260345456,255,0,0,0,0,0,0,1
2332,0,0,0,0,0,0,0,0,0,0,1
39490,255,2259960195,666885045,255,0,0,0,0,0,0,0
24498,255,1290027557,1952467037,255,1,173,0,0,1,0,1
20416,255,3146326697,922412797,255,0,0,0,0,0,0,1
27186,0,0,0,0,0,0,0,0,0,0,1
26578,255,3360397565,3335451687,255,0,0,0,0,0,0,1
8976,255,1303225568,805826739,255,1,2223,0,0,1,0,1
10230,255,2737727440,3932244423,255,1,787,0,0,16,0,1
38230,255,2365070591,3138618757,255,0,0,0,0,0,0,0
1877,255,1601750406,1049130219,255,0,0,0,0,0,0,1
35953,255,4283772145,3650052689,255,0,0,0,0,0,0,0
30540,0,0,0,0,0,0,0,0,0,0,1
20781,255,193921346,1583329468,255,0,0,0,0,0,0,1
12364,0,0,0,0,0,0,0,0,0,0,0
14420,0,0,0,0,0,0,0,0,0,0,0
4507,0,0,0,0,0,0,0,0,0,0,1
17913,255,981787978,3131616484,255,0,0,0,0,0,0,0
31188,255,2471914418,3165818776,255,0,0,0,0,0,0,1
38823,0,0,0,0,0,0,0,0,0,0,0
35881,255,413516385,4019823884,255,0,0,0,0,0,0,0
15754,255,1917769910,4076649545,255,0,0,0,0,0,0,0
22849,255,4052817148,3536144038,255,1,0,0,0,1,0,1
4102,0,0,0,0,0,0,0,0,0,0,1
34634,0,0,0,0,0,0,0,0,0,0,0
32772,0,0,0,0,0,0,0,0,0,0,1
36437,255,2448362912,807069307,255,0,0,0,0,0,0,0
3711,0,0,0,0,0,0,0,0,0,0,1
18843,255,3025389741,3597365941,255,0,0,0,0,0,0,0
12979,255,3479471697,3479762878,255,0,0,0,0,0,0,0
24612,0,0,0,0,0,0,0,0,0,0,1
3529,255,2307160294,2982913429,255,1,518,0,0,1,0,1
3110,0,0,0,0,0,0,0,0,0,0,1
11695,255,3335962922,4141503008,255,0,0,0,0,0,0,1
8254,0,0,0,0,0,0,0,0,0,0,1
38996,255,1476277570,1562840081,255,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0,1
34379,255,4156987668,2516313249,255,0,0,0,0,0,0,0
1138,255,4294718197,258746967,255,1,191,0,0,1,0,1
8012,255,2345654993,1932015823,255,1,0,0,0,1,0,1
25711,255,912924738,1009229020,255,0,0,0,0,0,0,1
17043,0,0,0,0,0,0,0,0,0,0,0
16786,255,3033383465,888323121,255,0,0,0,0,0,0,0
2189,0,0,0,0,0,0,0,0,0,0,1
15274,255,2083458165,4229867860,255,0,0,0,0,0,0,0
14825,255,770024642,784196880,255,0,0,0,0,0,0,0
33737,0,0,0,0,0,0,0,0,0,0,1
25659,0,0,0,0,0,0,0,0,0,0,1
36560,0,0,0,0,0,0,0,0,0,0,0
30902,255,2763767864,3385791145,255,0,0,0,0,0,0,1
20428,255,3338084184,2589016967,255,1,0,0,0,1,0,1
26476,255,1181424682,883078240,255,0,0,0,0,0,0,1
32857,255,3211600724,189298496,255,0,0,0,0,0,0,1
3387,0,0,0,0,0,0,0,0,0,0,1
40398,255,1706877364,3297792177,255,0,0,0,0,0,0,0
3949,255,1198376326,397183888,255,1,0,0,0,1,0,1
36007,255,1723895908,3919677719,255,0,0,0,0,0,0,0
34594,0,0,0,0,0,0,0,0,0,0,0
7151,0,0,0,0,0,0,0,0,0,0,1
38138,255,1982203235,2082938730,255,0,0,0,0,0,0,0
10096,255,3356246112,2683551750,255,0,0,0,0,0,0,1
17266,255,1356890194,3512793680,255,0,0,0,0,0,0,0
10729,0,0,0,0,0,0,0,0,0,0,1
30498,0,0,0,0,0,0,0,0,0,0,1
4466,0,0,0,0,0,0,0,0,0,0,1
393,0,0,0,0,0,0,0,0,0,0,1
36797,0,0,0,0,0,0,0,0,0,0,0
15165,0,0,0,0,0,0,0,0,0,0,0
16129,255,2478724051,2482735708,255,0,0,0,0,0,0,0
26870,0,0,0,0,0,0,0,0,0,0,1
15457,255,1831330369,1831651354,255,0,0,0,0,0,0,0
10109,255,3682595123,1751758694,255,1,0,0,0,1,0,1
40012,255,1204618183,948143422,255,1,139,0,0,1,0,0
34665,255,698312286,3895284557,255,0,0,0,0,0,0,0
2936,0,0,0,0,0,0,0,0,0,0,1
40155,255,3519656624,414823184,255,0,0,0,0,0,0,0
2336,255,162238577,1410602723,255,0,0,0,0,0,0,1
17865,255,1290320819,3436688886,255,1,3924,0,0,1,0,0
36697,255,2244929509,2812990361,255,0,0,0,0,0,0,0
5116,0,0,0,0,0,0,0,0,0,0,1
39816,255,2850447370,1503475328,255,0,0,0,0,0,0,0
28904,255,2385976313,1038393312,255,0,0,0,0,0,0,1
38086,255,3715015828,1582598741,255,0,0,0,0,0,0,0
37058,0,0,0,0,0,0,0,0,0,1,0
25007,0,0,0,0,0,0,0,0,0,0,1
2540,0,0,0,0,0,0,0,0,0,0,1
103,0,0,0,0,0,0,0,0,0,0,1
37151,255,3454570100,1619827892,255,1,0,0,0,4,0,0
31400,0,0,0,0,0,0,0,0,0,0,1
10018,255,3640337827,3523412384,255,1,1239,0,0,1,0,1
1364,255,2776386056,297481778,255,0,0,0,0,0,0,1
6519,255,2449907520,1243303547,255,1,233472,0,0,1,0,1
17044,0,0,0,0,0,0,0,0,0,0,0
9052,255,906527563,1624160755,255,0,0,0,0,0,0,1
21724,0,0,0,0,0,0,0,0,0,0,1
11860,0,0,0,0,0,0,0,0,0,0,1
32978,255,1266882630,4130999626,255,0,0,0,0,0,0,1
21067,0,0,0,0,0,0,0,0,0,0,1
32624,0,0,0,0,0,0,0,0,0,0,1
36806,255,51318294,1253905988,255,0,0,0,0,0,0,0
2726,255,1793333710,3396466338,255,0,0,0,0,0,0,1
4543,0,0,0,0,0,0,0,0,0,0,1
6226,0,0,0,0,0,0,0,0,0,0,1
3839,0,0,0,0,0,0,0,0,0,0,1
26315,0,0,0,0,0,0,0,0,0,0,1
10579,255,4158741434,3198271038,255,0,0,0,0,0,0,1
11928,255,2822740180,2826720163,255,0,0,0,0,0,0,0
5102,255,3428021975,2194247757,255,1,293,0,0,1,0,1
31933,255,989211904,2608976954,255,0,0,0,0,0,0,1
39822,255,2722319379,1459926558,255,0,0,0,0,0,0,0
13622,255,2341225302,196150394,255,0,0,0,0,0,0,0
31023,255,3602413285,2012356781,255,0,0,0,0,0,0,1
3755,0,0,0,0,0,0,0,0,0,0,1
31017,255,853684572,2758906557,255,0,0,0,0,0,0,1
39348,255,3792394057,1763529882,255,0,0,0,0,0,0,0
35894,255,3156002834,557439107,255,0,0,0,0,0,0,0
27324,0,0,0,0,0,0,0,0,0,0,1
33493,0,0,0,0,0,0,0,0,0,0,1
4489,255,2791333433,1148343252,255,0,0,0,0,0,0,1
1247,0,0,0,0,0,0,0,0,0,0,1
453,255,722458409,1847378108,255,0,0,0,0,0,0,1
39858,255,4164672883,725075664,255,0,0,0,0,0,0,0
18975,255,2879984909,2465948362,255,0,0,1,1,0,0,0
5017,0,0,0,0,0,0,0,0,0,0,1
12385,255,952833060,3123829239,255,0,0,1,1,0,0,0
33873,0,0,0,0,0,0,0,0,0,0,1
24102,255,849385878,2960027944,255,1,0,0,0,1,0,1
3338,0,0,0,0,0,0,0,0,0,0,1
29992,255,407366153,3851597763,255,0,0,0,0,0,0,1
10119,255,3675296613,2331109260,255,1,2493,0,0,1,0,1
505,255,3402368544,3458966010,255,0,0,0,0,0,0,1
35790,255,2395814267,956961917,255,0,0,0,0,0,0,0
4404,0,0,0,0,0,0,0,0,0,0,1
23379,255,2842131946,1259853792,255,1,20480,0,0,1,0,1
25138,255,3609871208,821072526,255,0,0,0,0,0,0,1
32245,255,1633211011,3654058139,255,0,0,0,0,0,0,1
6656,0,0,0,0,0,0,0,0,0,0,1
35393,255,0,0,0,0,0,0,0,0,0,0
27504,255,1233768468,2428442087,255,0,0,0,0,0,0,1
15353,255,288226137,289146543,255,0,0,0,0,0,0,0
6481,0,0,0,0,0,0,0,0,0,0,1
35186,255,2807580886,2292000494,255,1,148,0,0,1,0,0
7158,0,0,0,0,0,0,0,0,0,0,1
30647,255,1934277202,3366920607,255,0,0,0,0,0,0,1
5236,0,0,0,0,0,0,0,0,0,0,1
6568,0,0,0,0,0,0,0,0,0,0,1
12671,255,3949148424,1802869728,255,0,0,0,0,0,0,0
13518,0,0,0,0,0,0,0,0,0,0,0
37765,255,0,0,0,0,0,0,0,0,0,0
21791,255,142324652,1629378502,255,0,0,0,0,0,0,1
8300,255,1206057153,3394228319,255,1,0,0,0,1,0,1
37903,255,3791896493,1117478829,255,1,149,0,0,1,0,0
37049,255,1905506113,2197543784,255,0,0,0,0,0,0,0
39875,255,284748867,2946140131,255,0,0,0,0,0,0,0
38795,255,1948420577,2414845627,255,0,0,0,0,0,0,0
6884,255,3893754657,4029589269,255,0,0,0,0,0,0,1
32903,0,0,0,0,0,0,0,0,0,0,1
18076,0,0,0,0,0,0,0,0,0,0,0
10356,255,2843246734,1755982164,255,1,0,0,0,1,0,1
31967,255,48553243,4116639252,255,0,0,0,0,0,0,1
6817,0,0,0,0,0,0,0,0,0,0,1
14260,255,2262973273,2265204360,255,0,0,0,0,0,0,0
13438,0,0,0,0,0,0,0,0,0,0,0
38767,255,801773188,3367991452,255,0,0,0,0,0,0,0
21484,255,4118534438,1196339005,255,0,0,0,0,0,0,1
33478,255,1434661207,2991528329,255,0,0,0,0,0,0,1
7366,0,0,0,0,0,0,0,0,0,0,1
40183,255,958170060,935580870,255,0,0,0,0,0,0,0
23470,255,1473526580,2033502767,255,0,0,0,0,0,0,1
21423,255,1020763277,3354838742,255,0,0,0,0,0,0,1
26822,255,1883780042,2674211828,255,0,0,0,0,0,0,1
16362,255,317414713,503378194,255,0,0,0,0,0,0,0
40110,0,0,0,0,0,0,0,0,0,0,0
30767,255,706070463,2982880615,255,0,0,0,0,0,0,1
6020,255,699583378,595779628,255,1,0,0,0,1,0,1
34297,255,0,0,0,0,0,0,0,0,0,0
28351,0,0,0,0,0,0,0,0,0,0,1
35768,255,1199966839,3780910138,255,0,0,0,0,0,0,0
13218,0,0,0,0,0,0,0,0,0,0,0
30916,0,0,0,0,0,0,0,0,0,0,1
18850,255,2624799780,1886378972,255,0,0,0,0,0,0,0
2175,0,0,0,0,0,0,0,0,0,0,1
8091,0,0,0,0,0,0,0,0,0,0,1
39937,255,669003383,1351919759,255,1,126,0,0,1,0,0
4326,0,0,0,0,0,0,0,0,0,0,1
9484,0,0,0,0,0,0,0,0,0,0,1
20593,255,2021666189,1584178305,255,0,0,0,0,0,0,1
18933,255,4288146656,1795585998,255,0,0,0,0,0,0,0
1625,255,1304956959,573928193,255,0,0,1,1,0,0,1
12244,0,0,0,0,0,0,0,0,0,0,0
38868,0,0,0,0,0,0,0,0,0,0,0
28436,255,1800738643,2825516683,255,0,0,0,0,0,0,1
39669,255,1580929648,70551773,255,0,0,0,0,0,0,0
23844,255,3249926561,3998109813,255,0,0,0,0,0,0,1
29093,255,2131924896,816819983,255,0,0,0,0,0,0,1
36504,255,1535726140,1252977576,255,0,0,0,0,0,0,0
21772,255,4264025603,1513557393,255,0,0,0,0,0,0,1
34467,255,0,0,0,0,0,0,0,0,0,0
12030,0,0,0,0,0,0,0,0,0,0,0
4261,0,0,0,0,0,0,0,0,0,0,1
8153,0,0,0,0,0,0,0,0,0,0,1
8473,0,0,0,0,0,0,0,0,0,0,1
28907,0,0,0,0,0,0,0,0,0,0,1
18614,255,3324227282,1229507953,255,0,0,0,0,0,0,0
14164,255,2148321051,2149502734,255,1,83,0,0,1,0,0
17761,255,3471507268,3473774168,255,1,524288,0,0,1,0,0
851,255,4071950859,3805189620,255,1,13815,0,0,1,0,1
3324,0,0,0,0,0,0,0,0,0,0,1
12561,255,3906228464,3925739223,255,0,0,0,0,0,0,0
13828,255,468619972,2634733581,255,0,0,0,0,0,0,0
26486,255,939580228,1649983353,255,0,0,0,0,0,0,1
40,255,2138990264,4013507049,255,0,0,0,0,0,0,0
18295,255,2201567234,2198339292,255,1,3924,0,0,1,0,0
23097,0,0,0,0,0,0,0,0,0,0,1
24818,255,2589740726,2886780850,255,1,0,0,0,1,0,1
37823,255,2426931391,3521616495,255,0,0,0,0,0,0,0
9010,255,108015853,3779694997,255,1,0,0,0,1,0,1
7287,0,0,0,0,0,0,0,0,0,0,1
27198,255,3081355731,4054826092,255,0,0,0,0,0,0,1
6605,0,0,0,0,0,0,0,0,0,0,1
11167,255,1026687683,107560264,255,0,0,0,0,0,0,1
14832,0,0,0,0,0,0,0,0,0,0,0
23703,0,0,0,0,0,0,0,0,0,0,1
18519,255,3812359735,2956511542,255,1,137,0,0,4,0,0
22722,255,1972307726,1717973145,255,0,0,0,0,0,0,1
3404,0,0,0,0,0,0,0,0,0,0,1
23444,0,0,0,0,0,0,0,0,0,0,1
28069,0,0,0,0,0,0,0,0,0,0,1
35168,255,204661280,4092993597,255,1,239,0,0,1,0,0
22955,255,2276327311,1277985150,255,0,0,0,0,0,0,1
29153,0,0,0,0,0,0,0,0,0,0,1
20414,255,3341531562,2597089942,255,0,0,0,0,0,0,1
38075,255,2472316027,2583149670,255,0,0,0,0,0,0,0
2274,255,562429095,32134549,255,0,0,0,0,0,0,1
3066,0,0,0,0,0,0,0,0,0,0,1
20861,255,4182204848,2335750867,255,0,0,0,0,0,0,1
30260,0,0,0,0,0,0,0,0,0,0,1
22890,255,3652289831,907507578,255,0,0,0,0,0,0,1
5306,0,0,0,0,0,0,0,0,0,0,1
28505,255,3854163812,13329198,255,0,0,0,0,0,0,1
34530,255,0,0,0,0,0,0,0,0,0,0
28575,0,0,0,0,0,0,0,0,0,0,1
7482,0,0,0,0,0,0,0,0,0,0,1
39769,255,2558960896,1947114047,255,0,0,0,0,0,0,0
36877,255,3544515382,242604458,255,0,0,0,0,0,0,0
8931,0,0,0,0,0,0,0,0,0,0,1
290,255,3156940646,263729156,255,0,0,0,0,0,0,1
28602,0,0,0,0,0,0,0,0,0,0,1
29378,0,0,0,0,0,0,0,0,0,0,1
21318,255,3308275166,1720699344,255,0,0,0,0,0,0,1
12598,255,522897215,543450241,255,0,0,0,0,0,0,0
31656,255,1745944451,4285650324,255,0,0,0,0,0,0,1
4046,0,0,0,0,0,0,0,0,0,0,1
646,0,0,0,0,0,0,0,0,0,0,1
23372,255,918657377,424271250,255,0,0,0,0,0,0,1
20465,0,0,0,0,0,0,0,0,0,0,1
31160,255,671245611,1715914307,255,0,0,0,0,0,0,1
33748,0,0,0,0,0,0,0,0,0,0,1
27908,0,0,0,0,0,0,0,0,0,0,1
12008,255,2718021759,583962758,255,0,0,0,0,0,0,0
30603,255,3199149221,681100948,255,0,0,0,0,0,0,1
37257,255,4096555735,203965976,255,0,0,0,0,0,0,0
38338,255,2065393348,495132920,255,0,0,0,0,0,0,0
7447,0,0,0,0,0,0,0,0,0,0,1
34457,255,3257966789,2630685266,255,0,0,0,0,0,0,0
6653,0,0,0,0,0,0,0,0,0,0,1
23514,255,3786951781,472816519,255,0,0,0,0,0,0,1
19803,255,4175737487,3584715100,255,0,0,0,0,0,0,1
27382,0,0,0,0,0,0,0,0,0,0,1
3272,0,0,0,0,0,0,0,0,0,0,1
26261,255,3535575014,1004318391,255,0,0,0,0,0,0,1
39545,0,0,0,0,0,0,0,0,0,0,0
7335,0,0,0,0,0,0,0,0,0,0,1
4515,0,0,0,0,0,0,0,0,0,0,1
28638,0,0,0,0,0,0,0,0,0,0,1
19876,0,0,0,0,0,0,0,0,0,0,1
10509,0,0,0,0,0,0,0,0,0,0,1
8090,0,0,0,0,0,0,0,0,0,0,1
7403,0,0,0,0,0,0,0,0,0,0,1
26220,0,0,0,0,0,0,0,0,0,0,1
16500,0,0,0,0,0,0,0,0,0,0,0
17114,0,0,0,0,0,0,0,0,0,0,0
656,255,1965764569,1370647605,255,0,0,0,0,0,0,1
37922,255,276600849,4189531682,255,1,132,0,0,1,0,0
20715,255,2223184477,4243485089,255,0,0,0,0,0,0,1
4106,0,0,0,0,0,0,0,0,0,0,1
13332,255,63331753,69400400,255,0,0,0,0,0,0,0
11203,0,0,0,0,0,0,0,0,0,0,1
21755,255,768835482,201450767,255,0,0,0,0,0,0,1
22300,0,0,0,0,0,0,0,0,0,0,1
32653,255,1136140381,648995868,255,0,0,0,0,0,0,1
36313,255,32078505,4191345625,255,0,0,0,0,0,0,0
24959,255,459195468,2134579366,255,0,0,0,0,0,0,1
4325,0,0,0,0,0,0,0,0,0,0,1
20739,255,826831132,3238540770,255,1,223,0,0,1,0,1
4130,0,0,0,0,0,0,0,0,0,0,1
33830,255,2180605969,133371113,255,0,0,0,0,0,0,1
34536,255,954212864,320721427,255,0,0,0,0,0,0,0
13886,255,1499963877,3650542975,255,0,0,0,0,0,0,0
37830,255,0,0,0,0,0,0,0,0,0,0
30689,255,1431328094,3803279265,255,0,0,0,0,0,0,1
38444,255,370095271,1054573019,255,0,0,0,0,0,0,0
39399,255,1416130180,3097070825,255,0,0,0,0,0,0,0
22704,255,901443573,2274509967,255,0,0,0,0,0,0,1
9368,255,1702449986,773070675,255,0,0,0,0,0,0,1
27110,0,0,0,0,0,0,0,0,0,0,1
15540,0,0,0,0,0,0,0,0,0,0,0
34398,255,0,0,0,0,0,0,0,0,0,0
29564,0,0,0,0,0,0,0,0,0,0,1
12830,255,2497207928,2502439732,255,1,83,0,0,1,0,0
34477,255,0,0,0,0,0,0,0,0,0,0
15601,0,0,0,0,0,0,0,0,0,0,0
37991,255,3922818417,3008519328,255,0,0,0,0,0,0,0
11727,255,3598069888,897555640,255,1,0,0,0,1,0,1
39084,0,0,0,0,0,0,0,0,0,0,0
23432,255,1473526580,2033502767,255,0,0,0,0,0,0,1
7646,0,0,0,0,0,0,0,0,0,0,1
33633,255,2792981754,3052699099,255,0,0,0,0,0,0,1
32388,255,4042239212,2074044196,255,0,0,0,0,0,0,1
33095,255,533329445,1107911756,255,0,0,0,0,0,0,1
26330,0,0,0,0,0,0,0,0,0,0,1
15432,255,2011329160,4157028263,255,0,0,0,0,0,0,0
36006,255,4110093635,2950590767,255,0,0,0,0,0,0,0
37718,255,2074562790,2627840770,255,1,265,0,0,4,0,0
2967,0,0,0,0,0,0,0,0,0,0,1
15904,255,3299867095,3296737869,255,1,3924,0,0,1,0,0
13080,255,3702188112,1561249116,255,0,0,0,0,0,0,0
34750,255,134695415,405825053,255,0,0,0,0,0,0,0
5399,0,0,0,0,0,0,0,0,0,0,1
6722,0,0,0,0,0,0,0,0,0,0,1
8112,255,3575404135,1395948836,255,1,1219,0,0,1,0,1
16247,255,801395531,2951280222,255,0,0,0,0,0,0,0
13809,255,2136106617,2179343545,255,0,0,0,0,0,0,0
35277,0,0,0,0,0,0,0,0,0,0,0
23498,255,2633145787,2670230522,255,0,0,0,0,0,0,1
23605,0,0,0,0,0,0,0,0,0,0,1
39362,255,147593860,2425139882,255,0,0,0,0,0,0,0
6190,0,0,0,0,0,0,0,0,0,0,1
7616,0,0,0,0,0,0,0,0,0,0,1
24166,0,0,0,0,0,0,0,0,0,0,1
34678,255,2356882609,520314207,255,0,0,0,0,0,0,0
34649,255,4014958669,3461531109,255,0,0,0,0,0,0,0
2978,0,0,0,0,0,0,0,0,0,0,1
21546,255,3286202181,1406928898,255,1,3631,0,0,1,0,1
6158,255,4118087722,1617721481,255,0,0,0,0,0,0,1
39417,255,2352146359,1475114160,255,0,0,0,0,0,0,0
13294,255,3225164075,3243170072,255,0,0,0,0,0,0,0
27803,0,0,0,0,0,0,0,0,0,0,1
14494,255,2095186426,4240885745,255,0,0,0,0,0,0,0
31730,255,1506309526,3309340050,255,0,0,0,0,0,0,1
32333,255,3430149672,2702849608,255,0,0,0,0,0,0,1
2685,0,0,0,0,0,0,0,0,0,0,1
8032,255,1820347267,353140122,255,0,0,0,0,0,0,1
34978,255,3199990760,4041138448,255,1,0,0,0,1,0,0
10101,255,1561328973,1016549221,255,1,45,0,0,1,0,1
27691,255,562442736,536620545,255,0,0,0,0,0,0,1
15922,255,1616361487,3766249117,255,0,0,0,0,0,0,0
32408,255,3855561780,1513106408,255,0,0,0,0,0,0,1
32803,255,3806198683,973297953,255,0,0,0,0,0,0,1
14187,0,0,0,0,0,0,0,0,0,0,0
38822,0,0,0,0,0,0,0,0,0,0,0
10161,255,971362387,3575904901,255,0,0,0,0,0,0,1
33845,255,2777744586,1982786290,255,0,0,0,0,0,0,1
14303,0,0,0,0,0,0,0,0,0,0,0
24694,0,0,0,0,0,0,0,0,0,0,1
2879,0,0,0,0,0,0,0,0,0,0,1
26618,255,2071592323,148083691,255,0,0,0,0,0,0,1
26533,255,4208923708,2285911962,255,0,0,0,0,0,0,1
6360,0,0,0,0,0,0,0,0,0,0,1
36944,0,0,0,0,0,0,0,0,0,0,0
8949,0,0,0,0,0,0,0,0,0,0,1
37233,255,1596586560,1611816953,255,0,0,0,0,0,0,0
21882,255,388549799,3136817459,255,0,0,0,0,0,0,1
37651,255,3613972537,3494349010,255,0,0,0,0,0,0,0
25479,255,3147947554,731675865,255,0,0,0,0,0,0,1
28310,0,0,0,0,0,0,0,0,0,0,1
4287,0,0,0,0,0,0,0,0,0,0,1
27244,0,0,0,0,0,0,0,0,0,0,1
29544,0,0,0,0,0,0,0,0,0,0,1
37662,255,788877999,3265991592,255,1,178,0,0,1,0,0
4344,0,0,0,0,0,0,0,0,0,0,1
39260,255,881050172,3535365421,255,0,0,0,0,0,0,0
14474,255,1395456550,3650335799,255,0,0,0,0,0,0,0
9410,255,4161090196,2287560490,255,0,0,0,0,0,0,1
6076,255,3272281608,3868008993,255,1,0,0,0,1,0,1
34488,255,0,0,0,0,0,0,0,0,0,0
32595,255,1913626764,3425753533,255,0,0,0,0,0,0,1
7733,0,0,0,0,0,0,0,0,0,0,1
7081,0,0,0,0,0,0,0,0,0,0,1
21500,255,4229362212,825280605,255,1,0,0,0,1,0,1
15880,0,0,0,0,0,0,0,0,0,0,0
6431,0,0,0,0,0,0,0,0,0,0,1
35718,255,3459586632,3335216215,255,0,0,0,0,0,0,0
13857,255,217900374,2368449599,255,1,3924,0,0,1,0,0
9216,255,2854640158,3623074175,255,0,0,0,0,0,0,1
39679,0,0,0,0,0,0,0,0,0,0,0
18178,255,835350495,2985207171,255,0,0,0,0,0,0,0
37377,255,3849155816,659257410,255,0,0,0,0,0,0,0
30276,255,1918520662,3301353296,255,0,0,0,0,0,0,1
14668,0,0,0,0,0,0,0,0,0,0,0
39800,255,0,0,0,0,0,0,0,0,0,0
2490,255,1982874584,3784844281,255,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0
27286,255,3312151728,1071894445,255,0,0,0,0,0,0,1
31916,0,0,0,0,0,0,0,0,0,0,1
1964,255,4103650495,772470541,255,0,0,0,0,0,0,1
4414,0,0,0,0,0,0,0,0,0,0,1
24179,0,0,0,0,0,0,0,0,0,0,1
3326,255,421754897,51112980,255,0,0,0,0,0,0,1
37402,255,314495261,171622917,255,0,0,0,0,0,0,0
15980,0,0,0,0,0,0,0,0,0,0,0
4337,0,0,0,0,0,0,0,0,0,0,1
18479,255,2708175107,244360357,255,1,223,0,0,1,0,0
23552,255,1425620400,2222397382,255,0,0,0,0,0,0,1
16025,255,1999603446,4175947818,255,0,0,0,0,0,0,0
12730,255,937120617,946980105,255,0,0,0,0,0,0,0
35130,0,0,0,0,0,0,0,0,0,1,0
36629,255,2043757488,2445861125,255,0,0,0,0,0,0,0
20474,255,905747448,2941816715,255,0,0,0,0,0,0,1
22956,255,3746369314,3628130703,255,0,0,0,0,0,0,1
18947,0,0,0,0,0,0,0,0,0,1,0
26733,0,0,0,0,0,0,0,0,0,0,1
8323,255,2752073044,3648910703,255,0,0,1,1,0,0,1
29154,0,0,0,0,0,0,0,0,0,0,1
13066,0,0,0,0,0,0,0,0,0,0,0
30084,0,0,0,0,0,0,0,0,0,0,1
23214,255,1647394246,1070756520,255,0,0,0,0,0,0,1
15974,255,533790751,537006108,255,0,0,0,0,0,0,0
26074,0,0,0,0,0,0,0,0,0,0,1
12416,255,4178220354,4179270438,255,0,0,0,0,0,0,0
22049,255,1828186073,3263849487,255,0,0,0,0,0,0,1
31614,0,0,0,0,0,0,0,0,0,0,1
30400,0,0,0,0,0,0,0,0,0,0,1
9763,255,1652713557,2638927174,255,0,0,0,0,0,0,1
9960,255,1469140804,1277946094,255,1,258,0,0,1,0,1
7759,0,0,0,0,0,0,0,0,0,0,1
2005,255,3903406484,2669392045,255,1,1648,0,0,1,0,1
7069,0,0,0,0,0,0,0,0,0,0,1
25458,0,0,0,0,0,0,0,0,0,0,1
1305,255,1807205885,916184168,255,0,0,0,0,0,0,1
5344,0,0,0,0,0,0,0,0,0,0,1
19270,255,1886453389,4215867072,255,0,0,0,0,0,0,0
11158,255,3452267491,1106044327,255,0,0,1,1,0,0,1
25995,0,0,0,0,0,0,0,0,0,0,1
32988,0,0,0,0,0,0,0,0,0,0,1
31648,255,2491130226,2934698603,255,0,0,0,0,0,0,1
11091,255,2968873705,3491228109,255,0,0,0,0,0,0,1
28875,0,0,0,0,0,0,0,0,0,0,1
2827,255,1831672495,4119246357,255,0,0,0,0,0,0,1
35522,255,0,0,0,0,0,0,0,0,0,0
17111,0,0,0,0,0,0,0,0,0,0,0
38567,255,1538513742,3262884090,255,0,0,0,0,0,0,0
24776,255,1985989979,1600753172,255,0,0,0,0,0,0,1
27975,255,889263648,3491524157,255,0,0,0,0,0,0,1
14160,255,3566258427,1421170489,255,0,0,0,0,0,0,0
17671,255,1792779009,1798991863,255,0,0,0,0,0,0,0
22631,255,560203895,2444906997,255,0,0,0,0,0,0,1
26774,255,250527888,3846978812,255,0,0,0,0,0,0,1
6595,0,0,0,0,0,0,0,0,0,0,1
825,255,3705234914,2036408698,255,0,0,0,0,0,0,1
12316,255,1288027831,1373041146,255,0,0,0,0,0,0,0
13596,0,0,0,0,0,0,0,0,0,0,0
12214,255,1828024993,3973715400,255,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0,0,0,0,1
28859,0,0,0,0,0,0,0,0,0,0,1
17437,255,2386340538,2390615232,255,0,0,0,0,0,0,0
9001,255,1475440488,1875259506,255,1,6815,0,0,1,0,1
34367,255,0,0,0,0,0,0,0,0,0,0
